tree_id,split,n_dets,pass_geometric_mean_blend,pass_floor_clamped_hybrid,pass_visibility,pass_side_coverage,pass_adaptive_corrected,pass_median3_floor,pass_density_scaled_vis,n_methods_pass,any_pass,all_pass
DAMIMAS_A21B_0354,train,32,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0355,test,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0356,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0357,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0358,train,28,0,0,1,1,0,1,1,4,1,0
DAMIMAS_A21B_0359,val,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0360,train,30,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0361,train,24,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0362,train,26,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0363,train,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0364,train,27,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0365,train,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0366,train,15,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0367,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0368,train,29,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0369,train,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0370,val,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0371,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0372,val,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0373,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0374,train,28,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0375,val,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0376,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0377,train,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0378,test,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0379,train,9,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0380,test,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0381,test,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0382,train,28,1,1,0,0,1,0,0,3,1,0
DAMIMAS_A21B_0383,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0384,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0385,test,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0386,train,7,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0387,train,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0388,val,20,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0389,train,25,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0390,val,30,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0391,val,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0392,val,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0393,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0394,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0395,train,21,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0396,train,25,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0397,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0398,val,25,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0399,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0400,val,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0401,val,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0402,test,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0403,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0404,val,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0405,train,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0406,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0407,val,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0408,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0409,test,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0410,train,31,1,1,0,0,1,0,0,3,1,0
DAMIMAS_A21B_0411,test,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0412,train,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0413,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0414,train,14,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0415,val,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0416,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0417,val,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0418,train,27,1,1,0,0,1,0,0,3,1,0
DAMIMAS_A21B_0419,test,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0420,val,6,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0421,train,0,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0422,val,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0423,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0424,train,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0425,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0426,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0427,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0428,val,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0429,train,36,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0430,train,22,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0431,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0432,test,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0433,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0434,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0435,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0436,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0437,train,27,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0438,val,27,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0439,train,10,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0440,train,23,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0441,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0442,test,23,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0443,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0444,test,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0445,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0446,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0447,train,23,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0448,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0449,test,23,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0450,train,25,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0451,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0452,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0453,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0454,train,23,1,1,0,0,1,0,0,3,1,0
DAMIMAS_A21B_0455,val,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0456,test,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0457,train,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0458,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0459,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0460,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0461,val,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0462,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0463,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0464,train,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0465,train,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0466,train,11,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0467,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0468,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0469,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0470,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0471,val,26,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0472,val,23,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0473,train,11,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0474,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0475,test,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0476,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0477,val,10,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0478,train,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0479,val,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0480,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0481,train,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0482,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0483,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0484,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0485,val,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0486,train,22,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0487,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0488,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0489,val,20,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0490,test,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0491,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0492,test,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0493,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0494,train,25,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0495,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0496,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0497,test,26,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0498,train,28,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0499,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0500,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0501,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0502,train,28,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0503,train,27,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0504,val,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0505,test,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0506,train,33,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0507,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0508,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0509,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0510,test,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0511,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0512,val,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0513,train,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0514,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0515,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0516,val,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0517,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0518,val,29,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0519,test,0,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0520,train,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0521,val,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0522,train,16,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0523,train,23,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0524,train,22,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0525,test,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0526,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0527,train,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0528,train,2,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0529,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0530,test,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0531,train,27,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0532,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0533,val,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0534,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0535,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0536,test,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0537,val,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0538,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0539,train,28,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0540,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0541,test,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0542,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0543,train,10,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0544,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0545,train,23,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0546,test,28,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0547,val,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0548,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0549,train,10,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0550,val,26,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0551,test,30,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0552,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0553,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0554,test,30,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0555,train,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0556,val,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0557,val,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0558,train,23,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0559,train,9,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0560,train,10,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0561,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0562,val,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0563,test,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0564,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0565,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0566,train,27,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0567,train,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0568,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0569,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0570,val,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0571,train,24,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0572,train,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0573,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0574,train,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0575,train,28,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0576,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0577,train,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0578,test,12,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0579,train,28,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0580,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0581,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0582,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0583,train,6,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0584,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0585,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0586,val,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0587,train,5,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0588,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0589,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0590,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0591,test,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0592,train,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0593,val,5,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0594,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0595,val,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0596,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0597,train,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0598,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0599,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0600,train,28,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0601,test,11,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0602,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0603,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0604,train,12,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0605,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0606,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0607,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0608,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0609,val,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0610,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0611,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0612,val,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0613,train,10,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0614,val,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0615,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0616,test,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0617,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0618,test,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0619,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0620,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0621,train,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0622,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0623,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0624,train,23,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0625,train,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0626,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0627,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0628,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0629,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0630,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0631,train,10,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0632,train,34,1,1,0,0,1,0,0,3,1,0
DAMIMAS_A21B_0633,test,4,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0634,train,29,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0635,train,29,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0636,test,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0637,train,8,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0638,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0639,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0640,test,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0641,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0642,test,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0643,test,0,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0644,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0645,train,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0646,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0647,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0648,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0649,val,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0650,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0651,val,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0652,val,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0653,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0654,test,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0655,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0656,train,25,0,0,0,0,1,0,0,1,1,0
DAMIMAS_A21B_0657,test,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0658,test,11,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0659,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0660,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0661,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0662,val,5,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0663,val,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0664,train,28,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0665,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0666,train,12,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0667,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0668,train,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0669,train,29,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0670,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0671,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0672,test,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0673,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0674,test,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0675,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0676,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0677,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0678,test,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0679,train,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0680,train,30,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0681,train,28,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0682,val,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0683,val,29,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0684,val,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0685,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0686,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0687,test,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0688,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0689,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0690,train,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0691,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0692,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0693,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0694,train,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0695,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0696,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0697,val,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0698,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0699,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0700,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0701,train,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0702,train,18,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0703,val,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0704,train,26,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0705,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0706,test,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0707,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0708,val,28,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0709,train,27,1,1,1,1,1,1,1,7,1,1
