tree_id,split,B1_gt,B2_gt,B3_gt,B4_gt,B1_pred,B2_pred,B3_pred,B4_pred,MAE,total_gt,total_pred,within_1,error_sum,err_B1,err_B2,err_B3,err_B4,selected_method,unstable_gate,B1_ratio,B2_ratio,B3_ratio,B4_ratio
DAMIMAS_A21B_0782,train,0,0,3,1,0,0,3,1,0.0,4,4,True,0,0,0,0,0,adaptive_corrected,False,0.0,0.0,3.0,1.0
DAMIMAS_A21B_0783,train,1,2,8,3,2,2,8,3,0.25,14,15,True,1,1,0,0,0,adaptive_corrected,False,3.0,3.0,3.25,2.0
DAMIMAS_A21B_0784,train,0,3,4,1,0,4,4,1,0.25,8,9,True,1,0,1,0,0,class_aware_vis,True,0.0,3.0,3.0,1.0
DAMIMAS_A21B_0785,train,0,2,4,0,0,2,5,0,0.25,6,7,True,1,0,0,1,0,adaptive_corrected,False,0.0,2.0,3.3333,0.0
DAMIMAS_A21B_0786,train,1,1,1,0,1,1,1,0,0.0,3,3,True,0,0,0,0,0,adaptive_corrected,False,2.0,2.0,2.0,0.0
DAMIMAS_A21B_0787,train,0,3,4,0,0,3,4,0,0.0,7,7,True,0,0,0,0,0,adaptive_corrected,False,0.0,2.5,3.5,0.0
DAMIMAS_A21B_0788,train,0,1,7,3,0,1,8,3,0.25,11,12,True,1,0,0,1,0,adaptive_corrected,False,0.0,2.0,3.5,2.5
DAMIMAS_A21B_0789,train,2,5,4,5,2,5,4,4,0.25,16,15,True,1,0,0,0,1,adaptive_corrected,True,2.0,2.6667,2.3333,3.5
DAMIMAS_A21B_0790,train,2,0,6,0,2,0,6,0,0.0,8,8,True,0,0,0,0,0,adaptive_corrected,False,2.0,0.0,2.75,0.0
DAMIMAS_A21B_0791,train,0,1,4,0,0,1,4,0,0.0,5,5,True,0,0,0,0,0,adaptive_corrected,False,0.0,2.0,3.5,0.0
DAMIMAS_A21B_0792,train,0,3,7,2,0,3,8,1,0.5,12,12,True,2,0,0,1,1,adaptive_corrected,False,0.0,3.0,3.5,1.0
DAMIMAS_A21B_0794,train,0,2,9,0,0,2,9,0,0.0,11,11,True,0,0,0,0,0,adaptive_corrected,False,0.0,4.0,3.2,0.0
DAMIMAS_A21B_0795,train,1,1,3,0,1,1,2,0,0.25,5,4,True,1,0,0,1,0,adaptive_corrected,False,2.0,2.0,4.0,0.0
DAMIMAS_A21B_0796,train,0,0,5,1,0,0,6,1,0.25,6,7,True,1,0,0,1,0,adaptive_corrected,False,0.0,0.0,3.6667,2.0
DAMIMAS_A21B_0797,train,1,4,2,0,1,4,3,0,0.25,7,8,True,1,0,0,1,0,class_aware_vis,True,2.0,2.3333,2.0,0.0
DAMIMAS_A21B_0798,train,1,2,4,0,1,3,4,0,0.25,7,8,True,1,0,1,0,0,adaptive_corrected,False,2.0,2.5,2.3333,0.0
DAMIMAS_A21B_0799,train,0,0,5,3,0,0,5,3,0.0,8,8,True,0,0,0,0,0,adaptive_corrected,False,0.0,0.0,3.3333,2.5
DAMIMAS_A21B_0800,train,0,2,5,3,0,3,4,3,0.5,10,10,True,2,0,1,1,0,adaptive_corrected,False,0.0,2.5,2.3333,2.5
DAMIMAS_A21B_0801,train,1,4,2,3,1,5,2,4,0.5,10,12,True,2,0,1,0,1,adaptive_corrected,False,2.0,2.6667,4.0,3.5
DAMIMAS_A21B_0802,train,1,2,2,4,0,2,2,4,0.25,9,8,True,1,1,0,0,0,adaptive_corrected,False,1.0,1.5,2.0,3.0
DAMIMAS_A21B_0803,train,1,1,8,4,1,1,7,4,0.25,14,13,True,1,0,0,1,0,best_visibility_grid,True,2.0,2.0,3.25,4.0
DAMIMAS_A21B_0804,train,1,2,5,1,1,2,5,1,0.0,9,9,True,0,0,0,0,0,adaptive_corrected,False,2.0,2.0,3.0,2.0
DAMIMAS_A21B_0805,train,2,4,3,3,3,4,4,4,0.75,12,15,True,3,1,0,1,1,adaptive_corrected,False,2.5,3.5,3.5,3.5
DAMIMAS_A21B_0806,train,1,0,5,1,1,0,5,1,0.0,7,7,True,0,0,0,0,0,adaptive_corrected,False,2.0,0.0,3.3333,2.0
DAMIMAS_A21B_0807,train,0,1,1,10,0,1,1,10,0.0,12,12,True,0,0,0,0,0,adaptive_corrected,False,0.0,2.0,2.0,3.2
DAMIMAS_A21B_0808,train,2,1,3,4,3,2,3,5,0.75,10,13,True,3,1,1,0,1,adaptive_corrected,True,2.5,3.0,3.0,2.6667
DAMIMAS_A21B_0809,val,2,2,6,2,3,2,7,2,0.5,12,14,True,2,1,0,1,0,adaptive_corrected,False,2.5,2.0,3.0,1.5
DAMIMAS_A21B_0546,test,2,5,4,5,2,7,4,5,0.5,16,18,False,2,0,2,0,0,adaptive_corrected,True,2.0,2.75,2.3333,2.6667
DAMIMAS_A21B_0547,test,1,5,6,0,1,7,7,0,0.75,12,15,False,3,0,2,1,0,class_aware_vis,True,2.0,2.75,2.75,0.0
DAMIMAS_A21B_0548,test,1,3,4,3,1,3,4,4,0.25,11,12,True,1,0,0,0,1,adaptive_corrected,False,2.0,3.0,2.3333,3.0
DAMIMAS_A21B_0549,test,1,0,4,0,1,0,4,0,0.0,5,5,True,0,0,0,0,0,adaptive_corrected,False,2.0,0.0,2.6667,0.0
DAMIMAS_A21B_0550,test,2,4,4,5,2,4,4,5,0.0,15,15,True,0,0,0,0,0,adaptive_corrected,False,4.0,2.3333,3.5,2.6667
DAMIMAS_A21B_0551,test,3,3,7,4,4,4,7,4,0.5,17,19,True,2,1,1,0,0,adaptive_corrected,False,3.5,3.0,3.0,3.0
DAMIMAS_A21B_0552,test,3,4,2,0,4,4,2,0,0.25,9,10,True,1,1,0,0,0,adaptive_corrected,False,2.3333,2.3333,2.0,0.0
DAMIMAS_A21B_0553,test,1,1,5,3,2,2,6,2,1.0,10,12,True,4,1,1,1,1,adaptive_corrected,False,3.0,3.0,3.3333,4.0
DAMIMAS_A21B_0554,test,2,3,4,5,2,3,5,6,0.5,14,16,True,2,0,0,1,1,best_visibility_grid,True,2.0,3.0,3.3333,3.6667
DAMIMAS_A21B_0555,test,0,3,3,1,0,4,4,1,0.5,7,9,True,2,0,1,1,0,best_visibility_grid,True,0.0,3.5,3.5,2.0
DAMIMAS_A21B_0556,test,2,4,4,3,2,5,5,3,0.5,13,15,True,2,0,1,1,0,adaptive_corrected,False,2.0,2.6667,4.0,2.0
DAMIMAS_A21B_0557,test,1,1,3,4,2,1,5,5,1.0,9,13,False,4,1,0,2,1,adaptive_corrected,True,3.0,2.0,3.0,2.6667
DAMIMAS_A21B_0558,test,0,3,4,3,0,5,5,4,1.0,10,14,False,4,0,2,1,1,adaptive_corrected,False,0.0,4.0,3.0,3.0
DAMIMAS_A21B_0559,test,0,0,0,7,0,0,0,6,0.25,7,6,True,1,0,0,0,1,adaptive_corrected,False,0.0,0.0,0.0,2.75
DAMIMAS_A21B_0560,test,0,2,3,0,0,2,3,0,0.0,5,5,True,0,0,0,0,0,adaptive_corrected,False,0.0,2.0,3.0,0.0
DAMIMAS_A21B_0561,test,1,2,6,3,1,2,6,4,0.25,12,13,True,1,0,0,0,1,adaptive_corrected,True,2.0,2.0,2.5,3.5
DAMIMAS_A21B_0562,test,2,4,6,4,2,4,5,4,0.25,16,15,True,1,0,0,1,0,adaptive_corrected,False,2.0,2.3333,2.6667,3.0
DAMIMAS_A21B_0563,test,2,3,4,0,3,3,4,0,0.25,9,10,True,1,1,0,0,0,adaptive_corrected,False,2.5,2.5,4.0,0.0
DAMIMAS_A21B_0564,test,3,2,4,3,3,2,3,4,0.5,12,12,True,2,0,0,1,1,adaptive_corrected,False,3.0,3.0,3.0,3.0
DAMIMAS_A21B_0565,test,0,0,6,4,0,0,7,5,0.5,10,12,True,2,0,0,1,1,adaptive_corrected,False,0.0,0.0,3.0,2.6667
DAMIMAS_A21B_0566,test,1,4,5,3,2,5,6,4,1.0,13,17,True,4,1,1,1,1,adaptive_corrected,False,3.0,2.6667,3.3333,3.0
DAMIMAS_A21B_0567,test,3,4,5,2,3,4,6,3,0.5,14,16,True,2,0,0,1,1,adaptive_corrected,False,3.0,2.3333,3.3333,2.0
DAMIMAS_A21B_0568,test,2,3,4,3,2,3,4,4,0.25,12,13,True,1,0,0,0,1,adaptive_corrected,False,2.0,2.5,3.5,3.0
DAMIMAS_A21B_0569,test,2,2,4,6,3,2,4,4,0.75,14,13,False,3,1,0,0,2,best_visibility_grid,True,2.5,2.0,4.0,3.5
DAMIMAS_A21B_0570,test,0,3,5,3,0,3,6,4,0.5,11,13,True,2,0,0,1,1,adaptive_corrected,False,0.0,1.6667,2.75,3.0
DAMIMAS_A21B_0571,test,3,6,6,1,3,5,6,1,0.25,16,15,True,1,0,1,0,0,adaptive_corrected,False,3.0,2.6667,3.3333,1.0
DAMIMAS_A21B_0572,test,2,3,2,2,2,3,1,2,0.25,9,8,True,1,0,0,1,0,adaptive_corrected,False,2.0,3.0,2.0,2.0
DAMIMAS_A21B_0573,test,0,2,3,9,0,3,3,8,0.5,14,14,True,2,0,1,0,1,adaptive_corrected,False,0.0,2.5,3.0,3.25
DAMIMAS_A21B_0574,test,0,0,3,2,0,0,5,2,0.5,5,7,False,2,0,0,2,0,adaptive_corrected,True,0.0,0.0,3.0,4.0
DAMIMAS_A21B_0575,test,3,3,6,3,3,4,7,3,0.5,15,17,True,2,0,1,1,0,adaptive_corrected,False,3.0,2.0,3.6667,2.5
DAMIMAS_A21B_0576,test,3,5,4,4,3,4,4,4,0.25,16,15,True,1,0,1,0,0,adaptive_corrected,False,2.5,3.5,3.5,3.0
