tree_id,split,oracle_ok,n_methods_ok,methods_ok
DAMIMAS_A21B_0277,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0610,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0035,train,True,3,"v6_selector,v9_selector,v5_class_aware_vis"
DAMIMAS_A21B_0278,train,True,9,"v6_selector,v9_selector,v5_adaptive_corrected,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_b2_b4_boosted"
DAMIMAS_A21B_0611,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0036,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0279,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0612,train,True,9,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v8_entropy_modulated,v8_b2_b4_boosted"
DAMIMAS_A21B_0037,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0280,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0613,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0038,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0281,train,True,5,"v6_selector,v9_selector,v5_adaptive_corrected,v5_class_aware_vis,v7_ordinal_b3"
DAMIMAS_A21B_0614,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0039,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0282,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0615,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0040,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0283,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0616,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0041,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0617,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0042,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0618,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0043,train,True,4,"v6_selector,v9_selector,v5_best_visibility_grid,v8_floor_anchor_50"
DAMIMAS_A21B_0619,train,True,10,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_b2_b4_boosted"
DAMIMAS_A21B_0044,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0620,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0045,train,True,5,"v6_selector,v9_selector,v5_best_visibility_grid,v8_side_agreement,v8_floor_anchor_50"
DAMIMAS_A21B_0621,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0622,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0623,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0624,train,True,10,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_b2_b4_boosted"
DAMIMAS_A21B_0625,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0626,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0627,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0628,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0629,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0630,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0631,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0632,train,True,8,"v6_selector,v9_selector,v5_adaptive_corrected,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v8_entropy_modulated,v8_b2_b4_boosted"
DAMIMAS_A21B_0633,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0634,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0635,train,True,10,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_b2_b4_boosted"
DAMIMAS_A21B_0636,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0637,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0638,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0639,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0640,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0641,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0642,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0644,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0645,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0646,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0647,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0648,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0649,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0650,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0651,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0652,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0653,train,True,10,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_b2_b4_boosted"
DAMIMAS_A21B_0654,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0655,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0656,train,True,7,"v6_selector,v9_selector,v5_adaptive_corrected,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated"
DAMIMAS_A21B_0657,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0658,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0659,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0660,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0780,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0781,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0782,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0783,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0784,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0785,train,True,13,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0786,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0787,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0788,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0789,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0790,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0791,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0792,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0794,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0795,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0796,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0797,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0798,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0799,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0800,train,True,10,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v8_entropy_modulated,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0801,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0802,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0803,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0804,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0805,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0806,train,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0807,train,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
DAMIMAS_A21B_0808,train,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0809,val,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0546,test,True,5,"v9_selector,v5_best_visibility_grid,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0547,test,True,10,"v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0548,test,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
